FLASH,DESS,FISP,PSIF,Class
5,18,14,15,CLU0
6,22,5,6,CLU0
12,20,7,14,CLU0
10,14,5,2,CLU0
2,18,5,5,CLU0
11,11,15,6,CLU0
1,9,3,15,CLU0
1,12,3,8,CLU0
11,13,9,7,CLU0
2,12,9,6,CLU0
1,12,15,5,CLU0
6,14,1,2,CLU0
7,15,7,6,CLU0
7,16,19,7,CLU0
8,9,15,11,CLU0
5,12,13,17,CLU0
120,99,65,47,CLU0
38,80,64,41,CLU0
23,40,60,46,CLU0
18,23,102,38,CLU0
16,18,62,94,CLU0
13,9,5,47,CLU0
13,10,18,39,CLU0
10,11,52,34,CLU0
15,17,43,25,CLU0
7,15,34,41,CLU0
6,14,24,39,CLU0
7,14,30,30,CLU0
15,21,34,33,CLU0
15,18,25,29,CLU0
21,29,32,44,CLU0
12,17,57,43,CLU0
7,20,40,60,CLU0
6,25,64,9,CLU0
9,26,54,23,CLU0
9,14,28,10,CLU0
5,15,22,9,CLU0
9,21,27,22,CLU0
10,15,22,50,CLU0
8,9,9,28,CLU0
20,7,18,21,CLU0
25,11,24,24,CLU0
8,14,30,52,CLU0
16,21,13,47,CLU0
27,30,3,39,CLU0
77,48,4,56,CLU0
122,82,33,76,CLU0
110,132,58,58,CLU0
92,94,111,71,CLU0
91,58,205,106,CLU0
12,42,176,115,CLU0
33,15,127,179,CLU0
64,20,88,104,CLU0
77,32,57,106,CLU0
132,55,22,112,CLU0
162,48,67,55,CLU0
155,50,95,19,CLU0
170,70,95,44,CLU0
129,67,140,110,CLU0
108,58,138,116,CLU0
181,54,130,55,CLU0
187,53,146,115,CLU0
184,80,131,75,CLU0
208,68,95,39,CLU0
216,61,120,92,CLU0
168,68,112,107,CLU0
160,61,120,114,CLU0
189,45,109,170,CLU0
191,48,108,190,CLU0
194,64,123,121,CLU0
165,88,98,101,CLU0
158,87,80,103,CLU0
150,72,75,91,CLU0
126,59,84,74,CLU0
130,62,86,36,CLU0
142,65,87,57,CLU0
115,61,78,139,CLU0
120,60,88,162,CLU0
151,62,102,138,CLU0
147,64,103,142,CLU0
172,60,120,144,CLU0
202,62,110,113,CLU0
173,54,91,136,CLU0
154,75,66,119,CLU0
137,77,68,115,CLU0
112,76,103,117,CLU0
70,58,113,101,CLU0
59,51,108,99,CLU0
27,26,86,48,CLU0
2,20,73,21,CLU0
13,25,26,27,CLU0
27,34,17,15,CLU0
32,20,7,9,CLU0
29,26,10,18,CLU0
23,18,6,6,CLU0
5,18,8,19,CLU0
10,19,35,1,CLU0
17,27,21,9,CLU0
8,27,10,17,CLU0
12,14,14,7,CLU0
8,11,1,1,CLU0
4,10,4,9,CLU0
15,13,15,1,CLU0
12,10,13,7,CLU0
9,21,3,15,CLU0
5,27,9,7,CLU0
14,17,4,16,CLU0
5,20,6,4,CLU0
5,22,11,8,CLU0
6,15,11,4,CLU0
4,11,1,9,CLU0
7,9,3,0,CLU0
6,11,9,9,CLU0
5,15,10,6,CLU0
3,13,21,6,CLU0
5,15,9,5,CLU0
7,14,7,5,CLU0
1,17,17,12,CLU0
1,12,11,14,CLU0
7,11,15,12,CLU0
2,10,7,19,CLU0
98,34,19,45,CLU0
77,45,14,38,CLU0
80,56,21,48,CLU0
115,67,46,59,CLU0
40,65,84,52,CLU0
22,36,54,72,CLU0
20,23,106,57,CLU0
12,14,78,97,CLU0
6,17,24,47,CLU0
18,12,42,44,CLU0
9,15,54,26,CLU0
12,15,46,17,CLU0
8,28,31,45,CLU0
22,21,25,28,CLU0
20,20,25,37,CLU0
17,24,34,79,CLU0
8,27,23,47,CLU0
17,29,35,60,CLU0
5,17,53,68,CLU0
9,17,44,57,CLU0
11,22,63,7,CLU0
9,27,57,22,CLU0
16,19,32,11,CLU0
5,15,18,13,CLU0
14,17,28,34,CLU0
2,15,28,39,CLU0
11,11,13,7,CLU0
13,11,17,18,CLU0
26,12,28,26,CLU0
11,13,27,51,CLU0
22,14,22,44,CLU0
24,25,1,58,CLU0
57,38,10,68,CLU0
114,54,39,90,CLU0
126,122,56,66,CLU0
114,134,64,58,CLU0
103,83,148,110,CLU0
69,68,170,115,CLU0
4,18,177,128,CLU0
43,8,144,164,CLU0
60,30,76,48,CLU0
155,47,39,88,CLU0
194,48,31,67,CLU0
151,53,71,24,CLU0
185,60,59,43,CLU0
158,59,124,126,CLU0
164,76,138,169,CLU0
214,48,117,80,CLU0
221,58,128,115,CLU0
194,82,127,103,CLU0
219,59,92,31,CLU0
234,70,92,97,CLU0
170,73,104,146,CLU0
177,67,92,139,CLU0
184,52,90,184,CLU0
155,58,94,169,CLU0
153,75,111,118,CLU0
125,100,86,111,CLU0
136,82,93,99,CLU0
103,64,113,82,CLU0
82,47,124,54,CLU0
86,55,108,23,CLU0
84,51,88,48,CLU0
73,49,77,85,CLU0
97,56,80,109,CLU0
106,56,98,80,CLU0
128,70,96,88,CLU0
145,67,129,87,CLU0
172,65,129,94,CLU0
171,57,126,135,CLU0
164,67,88,127,CLU0
167,72,93,100,CLU0
145,74,79,130,CLU0
116,83,67,149,CLU0
107,87,99,122,CLU0
83,67,126,82,CLU0
64,32,133,60,CLU0
43,16,85,54,CLU0
18,22,34,28,CLU0
13,15,24,6,CLU0
21,25,4,19,CLU0
36,15,11,8,CLU0
27,24,8,18,CLU0
18,18,6,13,CLU0
10,23,10,10,CLU0
9,26,6,7,CLU0
12,14,18,4,CLU0
18,13,14,9,CLU0
19,15,12,8,CLU0
8,15,8,5,CLU0
5,11,12,8,CLU0
4,20,11,9,CLU0
7,25,16,7,CLU0
9,12,16,10,CLU0
2,20,5,12,CLU0
7,23,10,12,CLU0
5,18,11,3,CLU0
6,13,11,13,CLU0
12,10,2,10,CLU0
8,12,8,4,CLU0
12,13,9,6,CLU0
10,16,19,5,CLU0
7,15,19,12,CLU0
8,12,11,4,CLU0
1,17,14,20,CLU0
6,14,7,9,CLU0
8,9,12,23,CLU0
5,8,11,13,CLU0
1,11,7,42,CLU0
31,30,138,96,CLU0
42,22,97,66,CLU0
77,28,42,64,CLU0
66,56,35,70,CLU0
66,54,18,82,CLU0
121,33,55,53,CLU0
38,56,91,68,CLU0
19,45,56,88,CLU0
22,14,125,85,CLU0
23,7,100,113,CLU0
10,29,38,56,CLU0
15,12,49,35,CLU0
9,15,39,24,CLU0
30,14,33,13,CLU0
13,33,22,50,CLU0
19,21,8,26,CLU0
24,22,23,39,CLU0
14,23,18,81,CLU0
1,30,11,45,CLU0
9,18,6,59,CLU0
9,11,25,62,CLU0
9,14,27,41,CLU0
14,17,52,24,CLU0
1,26,59,26,CLU0
23,22,34,15,CLU0
4,17,19,28,CLU0
9,16,25,41,CLU0
11,19,34,32,CLU0
11,18,23,22,CLU0
7,13,22,16,CLU0
18,13,27,39,CLU0
6,15,16,51,CLU0
17,13,23,44,CLU0
18,20,14,72,CLU0
26,17,19,79,CLU0
89,29,35,87,CLU0
114,78,33,60,CLU0
124,137,19,54,CLU0
96,99,76,89,CLU0
102,85,163,113,CLU0
37,30,145,81,CLU0
29,16,163,113,CLU0
60,26,91,121,CLU0
168,39,65,1,CLU0
222,43,33,46,CLU0
132,60,34,28,CLU0
150,59,45,28,CLU0
187,41,91,109,CLU0
208,78,128,186,CLU0
224,49,117,137,CLU0
224,61,136,132,CLU0
166,77,122,144,CLU0
146,47,96,85,CLU0
175,60,96,108,CLU0
134,69,120,140,CLU0
151,65,101,101,CLU0
154,64,103,109,CLU0
121,69,97,104,CLU0
124,82,114,102,CLU0
97,85,120,111,CLU0
98,52,144,96,CLU0
49,39,136,86,CLU0
35,28,117,54,CLU0
49,37,78,10,CLU0
53,27,48,38,CLU0
45,26,48,47,CLU0
76,34,45,54,CLU0
81,36,67,18,CLU0
103,59,78,22,CLU0
131,66,98,10,CLU0
139,59,114,42,CLU0
138,59,137,80,CLU0
151,61,118,86,CLU0
182,67,106,70,CLU0
160,59,104,112,CLU0
145,80,92,147,CLU0
130,86,79,142,CLU0
114,83,103,113,CLU0
112,65,135,87,CLU0
101,42,122,76,CLU0
90,31,101,67,CLU0
53,24,78,32,CLU0
42,26,51,19,CLU0
7,22,21,15,CLU0
11,19,17,8,CLU0
16,21,17,23,CLU0
28,16,17,3,CLU0
26,20,23,16,CLU0
7,15,9,6,CLU0
8,13,6,8,CLU0
20,13,10,9,CLU0
23,17,9,0,CLU0
13,10,12,4,CLU0
13,11,5,7,CLU0
4,17,7,17,CLU0
10,10,22,3,CLU0
12,18,21,15,CLU0
0,20,8,9,CLU0
11,20,16,3,CLU0
7,15,20,8,CLU0
7,14,5,14,CLU0
14,11,9,12,CLU0
14,12,7,7,CLU0
15,20,6,3,CLU0
2,14,18,14,CLU0
9,12,16,4,CLU0
4,16,10,17,CLU0
6,17,7,13,CLU0
6,14,5,13,CLU0
8,7,15,17,CLU0
3,9,6,30,CLU0
8,6,6,15,CLU0
42,66,145,156,CLU0
50,50,134,85,CLU0
44,28,123,49,CLU0
62,19,59,61,CLU0
72,63,57,83,CLU0
70,64,27,59,CLU0
127,32,86,33,CLU0
50,80,88,68,CLU0
19,55,44,77,CLU0
13,6,161,93,CLU0
31,9,107,132,CLU0
7,33,27,85,CLU0
9,9,24,30,CLU0
15,18,24,33,CLU0
23,17,11,17,CLU0
9,28,25,53,CLU0
13,16,29,26,CLU0
10,17,23,45,CLU0
12,28,41,55,CLU0
4,16,40,66,CLU0
2,9,57,63,CLU0
12,8,27,63,CLU0
12,9,21,55,CLU0
14,15,47,43,CLU0
4,24,52,32,CLU0
22,20,24,25,CLU0
5,19,19,31,CLU0
1,20,22,46,CLU0
16,22,40,35,CLU0
7,22,23,25,CLU0
9,10,20,18,CLU0
9,13,19,45,CLU0
20,17,11,52,CLU0
2,14,20,46,CLU0
10,10,25,68,CLU0
11,10,23,77,CLU0
58,19,25,60,CLU0
98,37,19,56,CLU0
112,117,36,59,CLU0
99,110,43,70,CLU0
88,78,163,92,CLU0
64,43,172,73,CLU0
20,26,130,53,CLU0
62,19,109,135,CLU0
139,34,73,104,CLU0
198,34,51,34,CLU0
172,54,34,64,CLU0
172,64,48,14,CLU0
234,38,62,64,CLU0
228,70,99,122,CLU0
218,64,124,182,CLU0
201,63,157,153,CLU0
153,80,132,177,CLU0
107,59,110,136,CLU0
122,66,110,153,CLU0
131,78,125,115,CLU0
140,78,144,29,CLU0
146,74,141,20,CLU0
119,76,121,55,CLU0
86,66,144,73,CLU0
68,52,168,114,CLU0
48,26,162,112,CLU0
21,21,104,94,CLU0
30,29,64,53,CLU0
48,36,23,20,CLU0
66,31,10,19,CLU0
51,33,20,22,CLU0
74,23,12,14,CLU0
75,21,30,35,CLU0
73,39,54,36,CLU0
102,47,51,42,CLU0
115,41,70,12,CLU0
118,59,100,16,CLU0
132,61,129,22,CLU0
176,69,114,38,CLU0
170,52,103,66,CLU0
176,69,103,97,CLU0
167,64,107,138,CLU0
127,71,92,125,CLU0
120,67,110,95,CLU0
105,54,121,93,CLU0
122,52,137,100,CLU0
100,54,122,63,CLU0
105,54,105,53,CLU0
79,50,78,38,CLU0
50,33,45,28,CLU0
37,19,34,23,CLU0
11,11,14,16,CLU0
9,14,24,27,CLU0
12,18,30,11,CLU0
22,21,19,12,CLU0
11,10,18,9,CLU0
9,13,10,4,CLU0
4,9,14,8,CLU0
18,15,12,7,CLU0
13,8,13,14,CLU0
2,13,4,2,CLU0
6,16,16,15,CLU0
4,18,18,1,CLU0
4,18,5,3,CLU0
9,17,15,8,CLU0
0,19,10,14,CLU0
13,13,13,21,CLU0
7,16,6,4,CLU0
14,20,5,3,CLU0
9,14,8,9,CLU0
7,13,16,7,CLU0
6,15,10,4,CLU0
3,18,11,16,CLU0
4,20,1,11,CLU0
11,8,13,20,CLU0
5,7,6,9,CLU0
9,8,9,14,CLU0
3,12,2,22,CLU0
61,95,146,178,CLU0
46,68,121,169,CLU0
59,55,98,104,CLU0
46,32,119,50,CLU0
64,19,51,56,CLU0
78,62,62,83,CLU0
85,57,16,22,CLU0
129,47,109,37,CLU0
59,112,56,59,CLU0
24,55,34,53,CLU0
4,22,199,86,CLU0
24,10,82,147,CLU0
22,25,31,101,CLU0
2,10,10,29,CLU0
12,18,41,49,CLU0
9,28,29,14,CLU0
36,48,38,42,CLU0
34,43,60,20,CLU0
25,45,70,80,CLU0
3,47,121,68,CLU0
4,13,105,98,CLU0
6,17,108,107,CLU0
8,15,29,112,CLU0
17,14,34,80,CLU0
8,17,46,59,CLU0
6,22,36,37,CLU0
17,14,13,24,CLU0
7,22,24,31,CLU0
8,20,22,47,CLU0
11,20,36,34,CLU0
3,20,15,24,CLU0
2,7,13,31,CLU0
6,8,19,46,CLU0
35,16,9,66,CLU0
5,10,22,47,CLU0
15,17,30,54,CLU0
31,9,23,68,CLU0
24,16,25,38,CLU0
88,33,30,48,CLU0
103,95,39,53,CLU0
108,128,32,41,CLU0
66,96,144,67,CLU0
83,48,210,89,CLU0
42,31,168,52,CLU0
53,16,136,112,CLU0
94,25,83,159,CLU0
126,31,60,80,CLU0
173,34,46,105,CLU0
215,63,48,26,CLU0
276,40,75,20,CLU0
262,84,75,27,CLU0
232,84,112,153,CLU0
201,74,159,145,CLU0
123,79,152,180,CLU0
106,68,131,167,CLU0
122,71,126,220,CLU0
146,85,138,140,CLU0
139,83,178,30,CLU0
114,76,171,31,CLU0
91,62,156,32,CLU0
38,45,174,59,CLU0
32,27,165,120,CLU0
31,20,124,113,CLU0
57,21,58,77,CLU0
67,38,42,47,CLU0
67,45,37,35,CLU0
92,37,28,23,CLU0
71,32,1,21,CLU0
92,31,20,45,CLU0
79,21,25,63,CLU0
60,26,35,68,CLU0
60,30,38,50,CLU0
73,22,36,39,CLU0
104,48,42,36,CLU0
122,55,90,27,CLU0
150,67,112,17,CLU0
149,58,109,29,CLU0
176,65,93,54,CLU0
185,55,95,89,CLU0
162,62,92,109,CLU0
150,55,118,86,CLU0
136,50,131,103,CLU0
146,52,134,111,CLU0
115,63,133,91,CLU0
108,69,127,68,CLU0
107,70,118,65,CLU0
101,56,93,56,CLU0
90,48,88,41,CLU0
79,33,59,35,CLU0
54,28,41,28,CLU0
33,19,22,13,CLU0
3,16,19,20,CLU0
12,17,30,7,CLU0
29,21,23,3,CLU0
24,14,8,2,CLU0
3,19,9,3,CLU0
7,9,13,5,CLU0
13,17,14,6,CLU0
10,16,8,15,CLU0
4,19,16,9,CLU0
4,16,5,6,CLU0
11,22,7,13,CLU0
9,21,5,12,CLU0
8,19,12,16,CLU0
3,15,11,4,CLU0
11,20,5,3,CLU0
14,15,2,2,CLU0
4,14,13,14,CLU0
4,13,13,8,CLU0
9,12,12,14,CLU0
7,20,4,10,CLU0
10,12,10,11,CLU0
4,6,9,24,CLU0
12,10,11,25,CLU0
3,14,1,20,CLU0
60,91,78,24,CLU0
59,100,98,85,CLU0
42,76,100,146,CLU0
40,61,96,134,CLU0
43,38,68,114,CLU0
36,25,91,66,CLU0
74,15,29,69,CLU0
71,46,46,68,CLU0
89,35,9,25,CLU0
138,66,90,52,CLU0
56,123,25,41,CLU0
31,42,71,37,CLU0
12,25,196,70,CLU0
7,17,41,161,CLU0
21,11,53,89,CLU0
8,13,22,30,CLU0
14,15,51,55,CLU0
45,35,46,9,CLU0
67,79,45,18,CLU0
53,85,88,50,CLU0
59,93,125,149,CLU0
19,68,170,51,CLU0
7,43,146,105,CLU0
7,31,121,153,CLU0
2,24,52,152,CLU0
13,19,47,95,CLU0
2,18,40,62,CLU0
10,18,24,34,CLU0
13,6,13,12,CLU0
3,18,30,38,CLU0
11,17,23,44,CLU0
12,20,21,25,CLU0
8,18,16,21,CLU0
15,7,6,42,CLU0
14,16,17,69,CLU0
19,14,13,88,CLU0
10,3,27,54,CLU0
24,24,36,54,CLU0
43,12,28,71,CLU0
13,12,30,38,CLU0
73,25,31,33,CLU0
99,58,20,36,CLU0
115,122,20,11,CLU0
85,135,102,46,CLU0
102,90,164,123,CLU0
78,55,186,132,CLU0
46,39,183,118,CLU0
60,25,138,157,CLU0
79,31,86,122,CLU0
121,30,47,129,CLU0
170,54,37,67,CLU0
259,32,67,22,CLU0
297,85,77,25,CLU0
268,91,72,63,CLU0
257,88,119,88,CLU0
129,84,158,146,CLU0
112,72,139,187,CLU0
143,59,134,252,CLU0
139,70,147,198,CLU0
107,67,180,14,CLU0
60,62,171,30,CLU0
49,45,169,41,CLU0
11,34,155,62,CLU0
12,14,111,104,CLU0
48,16,71,90,CLU0
80,21,44,54,CLU0
96,37,24,36,CLU0
69,41,25,32,CLU0
92,38,13,27,CLU0
69,31,30,42,CLU0
95,29,29,61,CLU0
82,18,49,70,CLU0
71,34,36,83,CLU0
39,32,42,43,CLU0
25,15,45,51,CLU0
66,29,46,54,CLU0
96,34,17,21,CLU0
116,49,64,21,CLU0
119,53,94,16,CLU0
130,61,124,39,CLU0
148,65,125,43,CLU0
158,70,88,79,CLU0
173,60,101,72,CLU0
199,57,132,109,CLU0
203,48,132,109,CLU0
180,57,128,115,CLU0
161,60,130,87,CLU0
149,63,134,100,CLU0
145,58,126,83,CLU0
105,68,124,64,CLU0
116,58,105,48,CLU0
108,57,102,46,CLU0
80,49,64,35,CLU0
52,19,46,10,CLU0
35,16,22,3,CLU0
14,25,5,12,CLU0
28,18,19,18,CLU0
24,23,10,8,CLU0
16,12,15,13,CLU0
4,17,5,9,CLU0
8,16,18,14,CLU0
5,22,23,5,CLU0
1,16,5,7,CLU0
6,28,4,9,CLU0
18,19,1,6,CLU0
9,18,5,1,CLU0
1,13,9,6,CLU0
6,21,10,8,CLU0
9,19,10,7,CLU0
3,16,12,16,CLU0
4,11,12,9,CLU0
8,3,8,16,CLU0
6,14,11,10,CLU0
4,15,11,13,CLU0
6,7,16,18,CLU0
9,9,13,25,CLU0
5,18,10,24,CLU0
4,10,18,13,CLU0
58,94,46,39,CLU0
40,68,44,26,CLU0
41,72,58,25,CLU0
31,64,53,105,CLU0
33,55,71,74,CLU0
16,20,70,98,CLU0
33,19,67,73,CLU0
80,16,31,85,CLU0
55,38,20,37,CLU0
83,41,29,74,CLU0
158,69,37,83,CLU0
49,112,44,25,CLU0
32,25,89,43,CLU0
9,22,157,60,CLU0
13,15,41,176,CLU0
10,11,40,76,CLU0
2,19,10,29,CLU0
43,14,45,44,CLU0
67,41,41,20,CLU0
94,95,37,32,CLU0
75,108,114,95,CLU0
87,125,162,230,CLU0
49,85,178,40,CLU0
15,69,170,103,CLU0
10,38,127,169,CLU0
5,27,117,152,CLU0
4,22,60,102,CLU0
5,14,32,46,CLU0
7,13,29,30,CLU0
12,8,18,46,CLU0
8,13,38,42,CLU0
13,15,24,46,CLU0
3,18,19,25,CLU0
16,18,20,14,CLU0
15,13,9,47,CLU0
2,14,14,81,CLU0
26,19,11,81,CLU0
25,9,20,54,CLU0
16,20,27,57,CLU0
21,9,37,68,CLU0
5,10,37,37,CLU0
42,25,17,14,CLU0
83,44,24,62,CLU0
113,77,51,77,CLU0
109,135,36,2,CLU0
121,129,107,92,CLU0
96,94,142,172,CLU0
53,73,211,143,CLU0
38,32,197,150,CLU0
70,32,124,146,CLU0
98,33,53,131,CLU0
86,39,34,94,CLU0
173,29,22,15,CLU0
262,58,63,24,CLU0
260,77,44,27,CLU0
262,84,50,19,CLU0
196,96,122,97,CLU0
145,86,113,173,CLU0
138,56,113,219,CLU0
101,51,128,214,CLU0
58,53,148,51,CLU0
28,43,145,60,CLU0
20,28,139,50,CLU0
16,23,88,68,CLU0
18,13,55,72,CLU0
44,19,34,59,CLU0
60,27,22,39,CLU0
76,25,19,15,CLU0
42,26,10,9,CLU0
50,28,30,20,CLU0
43,22,39,43,CLU0
62,19,33,65,CLU0
68,21,68,60,CLU0
81,41,43,69,CLU0
54,29,44,54,CLU0
38,9,53,52,CLU0
37,8,55,58,CLU0
37,18,43,10,CLU0
54,21,10,47,CLU0
91,28,42,32,CLU0
96,36,97,20,CLU0
109,51,134,28,CLU0
103,65,123,49,CLU0
128,66,102,60,CLU0
175,64,115,104,CLU0
188,48,110,100,CLU0
216,48,121,127,CLU0
234,50,127,125,CLU0
237,48,142,142,CLU0
228,49,144,118,CLU0
176,59,144,102,CLU0
168,64,124,74,CLU0
155,67,132,69,CLU0
122,68,109,62,CLU0
99,55,104,39,CLU0
76,36,92,35,CLU0
61,33,61,18,CLU0
20,23,19,15,CLU0
15,14,7,12,CLU0
22,20,23,11,CLU0
23,18,24,11,CLU0
17,16,10,10,CLU0
8,23,15,11,CLU0
6,23,20,16,CLU0
9,29,26,6,CLU0
13,13,8,4,CLU0
9,14,3,6,CLU0
6,11,2,6,CLU0
3,18,10,13,CLU0
1,19,16,14,CLU0
4,17,18,10,CLU0
8,7,6,2,CLU0
6,3,5,15,CLU0
6,12,9,19,CLU0
3,13,12,17,CLU0
8,9,25,16,CLU0
3,10,15,32,CLU0
6,20,22,20,CLU0
5,15,19,5,CLU0
4,10,13,5,CLU0
40,47,94,76,CLU0
54,29,26,57,CLU0
73,60,40,7,CLU0
40,60,33,37,CLU0
34,47,42,21,CLU0
34,63,35,50,CLU0
30,50,45,27,CLU0
36,22,67,66,CLU0
59,24,55,69,CLU0
66,19,43,89,CLU0
33,34,24,27,CLU0
81,44,50,110,CLU0
174,64,22,89,CLU0
41,98,55,39,CLU0
26,26,82,50,CLU0
13,18,131,80,CLU0
7,12,51,184,CLU0
14,10,9,76,CLU0
30,18,16,21,CLU0
79,23,33,35,CLU0
86,51,40,31,CLU0
115,99,46,73,CLU0
103,109,136,131,CLU0
105,133,185,285,CLU0
76,104,177,111,CLU0
26,92,206,114,CLU0
15,36,159,152,CLU0
14,19,161,124,CLU0
5,30,63,107,CLU0
10,11,29,26,CLU0
3,10,47,38,CLU0
12,4,24,69,CLU0
14,8,42,43,CLU0
17,11,22,63,CLU0
13,16,19,44,CLU0
4,25,19,13,CLU0
4,22,26,46,CLU0
16,7,28,49,CLU0
38,18,21,37,CLU0
8,19,7,49,CLU0
24,19,23,40,CLU0
38,9,34,37,CLU0
47,35,14,3,CLU0
74,54,63,36,CLU0
86,56,93,96,CLU0
108,59,128,159,CLU0
121,100,101,81,CLU0
123,135,110,74,CLU0
91,123,151,98,CLU0
62,89,205,124,CLU0
44,42,213,137,CLU0
56,35,143,143,CLU0
57,43,66,115,CLU0
42,37,39,92,CLU0
79,28,15,23,CLU0
152,27,20,22,CLU0
177,44,51,36,CLU0
167,52,42,13,CLU0
177,73,53,64,CLU0
124,86,72,131,CLU0
85,58,63,139,CLU0
46,41,76,149,CLU0
22,39,98,87,CLU0
19,34,100,58,CLU0
21,15,80,41,CLU0
25,14,18,64,CLU0
17,17,11,42,CLU0
18,15,5,24,CLU0
16,31,8,29,CLU0
20,16,45,1,CLU0
10,19,27,25,CLU0
20,30,16,12,CLU0
46,10,21,27,CLU0
30,23,19,50,CLU0
51,28,66,45,CLU0
67,34,43,42,CLU0
58,14,41,62,CLU0
49,9,35,37,CLU0
60,13,42,52,CLU0
68,19,56,37,CLU0
63,24,21,65,CLU0
33,20,7,11,CLU0
54,15,35,21,CLU0
73,10,71,12,CLU0
80,28,105,17,CLU0
84,53,111,32,CLU0
102,50,116,61,CLU0
104,48,98,72,CLU0
149,47,109,102,CLU0
191,46,103,125,CLU0
229,59,116,154,CLU0
256,45,135,147,CLU0
248,45,161,154,CLU0
250,57,148,131,CLU0
220,59,157,124,CLU0
187,62,128,115,CLU0
152,65,118,87,CLU0
109,66,119,76,CLU0
123,65,115,44,CLU0
80,58,81,29,CLU0
50,30,44,1,CLU0
16,17,34,21,CLU0
10,16,16,4,CLU0
29,21,26,18,CLU0
26,20,17,14,CLU0
2,29,12,8,CLU0
9,23,33,1,CLU0
3,13,26,10,CLU0
8,12,10,3,CLU0
7,15,4,11,CLU0
10,13,7,18,CLU0
6,13,7,15,CLU0
5,13,15,5,CLU0
5,10,3,14,CLU0
6,8,4,11,CLU0
5,12,1,26,CLU0
7,8,12,26,CLU0
8,12,27,13,CLU0
8,17,19,24,CLU0
7,18,27,4,CLU0
9,21,22,5,CLU0
6,13,10,7,CLU0
5,16,19,10,CLU0
3,16,105,47,CLU0
19,32,118,59,CLU0
56,31,81,64,CLU0
90,37,33,25,CLU0
67,56,35,69,CLU0
45,37,34,55,CLU0
45,59,20,30,CLU0
33,41,30,13,CLU0
67,28,52,32,CLU0
104,25,34,78,CLU0
44,19,42,86,CLU0
19,31,32,60,CLU0
80,50,63,89,CLU0
169,68,24,56,CLU0
35,90,47,39,CLU0
16,25,80,60,CLU0
15,19,128,105,CLU0
23,17,43,172,CLU0
13,13,25,74,CLU0
64,33,25,12,CLU0
105,31,27,41,CLU0
105,56,72,42,CLU0
132,107,94,89,CLU0
125,108,166,154,CLU0
118,133,187,292,CLU0
91,126,190,135,CLU0
33,106,244,124,CLU0
15,32,191,125,CLU0
21,14,175,106,CLU0
18,33,49,118,CLU0
8,8,30,28,CLU0
9,11,49,38,CLU0
13,6,13,54,CLU0
17,18,36,48,CLU0
18,17,24,85,CLU0
18,20,18,64,CLU0
24,29,22,21,CLU0
16,33,23,32,CLU0
14,21,24,15,CLU0
27,19,17,31,CLU0
47,19,14,62,CLU0
75,31,6,9,CLU0
98,39,42,39,CLU0
95,62,72,75,CLU0
122,86,135,88,CLU0
118,74,163,97,CLU0
111,83,172,199,CLU0
115,76,162,150,CLU0
105,107,144,127,CLU0
70,112,171,91,CLU0
56,74,187,65,CLU0
58,44,179,104,CLU0
60,38,124,117,CLU0
32,51,68,83,CLU0
20,37,49,72,CLU0
30,23,21,62,CLU0
45,23,16,22,CLU0
69,14,36,24,CLU0
45,23,47,4,CLU0
81,32,19,38,CLU0
56,53,49,82,CLU0
20,44,58,53,CLU0
10,37,41,44,CLU0
9,31,53,64,CLU0
24,23,51,19,CLU0
29,10,27,32,CLU0
17,22,26,38,CLU0
11,17,25,22,CLU0
4,14,16,4,CLU0
13,30,6,24,CLU0
19,20,28,2,CLU0
15,23,25,33,CLU0
32,39,22,18,CLU0
43,22,33,21,CLU0
34,23,31,11,CLU0
38,21,57,45,CLU0
39,26,40,37,CLU0
31,10,36,59,CLU0
31,15,19,19,CLU0
92,17,34,38,CLU0
139,23,48,43,CLU0
174,30,3,48,CLU0
124,11,15,45,CLU0
80,25,30,71,CLU0
61,18,28,19,CLU0
57,18,50,7,CLU0
63,25,71,15,CLU0
79,17,95,11,CLU0
81,32,106,20,CLU0
78,38,106,45,CLU0
87,39,96,71,CLU0
123,57,81,106,CLU0
173,43,86,130,CLU0
210,45,135,153,CLU0
237,54,138,155,CLU0
234,54,167,174,CLU0
225,48,149,185,CLU0
223,52,127,148,CLU0
188,67,108,126,CLU0
160,77,112,87,CLU0
123,80,107,90,CLU0
96,65,100,41,CLU0
74,41,98,27,CLU0
42,20,47,30,CLU0
7,18,8,9,CLU0
19,17,22,22,CLU0
20,26,14,24,CLU0
9,16,10,8,CLU0
5,21,24,2,CLU0
5,11,25,15,CLU0
9,19,19,16,CLU0
10,11,9,14,CLU0
11,11,5,10,CLU0
10,14,4,4,CLU0
4,12,0,17,CLU0
0,12,13,7,CLU0
3,14,1,26,CLU0
4,9,15,15,CLU0
3,15,19,3,CLU0
7,19,24,5,CLU0
8,14,24,3,CLU0
9,24,25,8,CLU0
9,14,10,7,CLU0
5,16,15,7,CLU0
5,16,14,6,CLU0
70,57,142,82,CLU0
13,30,112,36,CLU0
12,23,124,33,CLU0
61,36,110,49,CLU0
85,34,87,23,CLU0
92,38,51,88,CLU0
65,34,22,76,CLU0
60,46,11,40,CLU0
47,32,34,30,CLU0
81,29,46,4,CLU0
128,16,6,82,CLU0
46,22,27,77,CLU0
26,22,20,79,CLU0
75,47,51,43,CLU0
149,82,14,36,CLU0
32,81,27,23,CLU0
15,27,102,71,CLU0
7,20,113,134,CLU0
